retweet_origin_user_id,bias,retweet_origin_username,screen_name
163589845,Center,Kevin Robillard 🇺🇸,Robillard
3161681103,Center,Spencer Hsu,hsu_spencer
1299160007620034560,Right,Ghost of GC,gtconway3dg
54885400,Center,U.S. Navy,USNavy
273371480,Left,Introverts for Planet Earth,Introverts4Pete
1006482620,Right,Zach Parkinson,AZachParkinson
23232204,Left,Shane Goldmacher,ShaneGoldmacher
756988954755395584,Right,Ruthann,TeaBoots
155784594,Left,Tommy Vietor,TVietor08
1240382538461392901,Center,Coronavirus War Room,Covid19WarRoom
459876432,Center,⚖️🪴🇺🇦🌈🇮🇱,rogertansey
71584155,Center,Monica Alba,albamonica
41012191,Center,Andrew Kimmel,andrewkimmel
3288682283,Center,Medium Buying,MediumBuying
2327592480,Center,Ford Fischer,FordFischer
24004390,Right,Eric Greitens,EricGreitens
55080227,Left,phillip agnew,iPhilSomething
1048446804,Right,America Rising,AmericaRising
90573676,Left,Jerry Saltz,jerrysaltz
80617430,Left,Ryan Lizza,RyanLizza
304932002,Left,David Mack,davidmackau
899739707843727360,Center,Resistance Revival Chorus,ResistanceRev
24638657,Center,John Santucci,Santucci
817869452473548800,Center,Dr. Al Gross,DrAlGrossAK
29771100,Center,Lawrence Hurley,lawrencehurley
1124665360823848961,Right,Joe E. Collins III,joeecollins3
37738073,Left,Simon Rosenberg,SimonWDC
142490217,Left,Cameron Joseph,cam_joseph
264219447,Right,Senator Roger Wicker,SenatorWicker
64916983,Left,Josh Gerstein,joshgerstein
161044052,Center,David Freedlander,freedlander
2579571584,Left,Rebekah Jones,GeoRebekah
20878297,Center,Ezra Levant 🍁🚛,ezralevant
112526560,Left,Kenneth P. Vogel,kenvogel
27689907,Right,John McCormack,McCormackJohn
30657398,Left,John W. McCarthy,JohnWMcCarthy
20394822,Right,🇺🇸 Mike Davis 🇺🇸,mrddmia
523509739,Center,Steven Mazie,stevenmazie
4770270556,Center,Camilo Montoya-Galvez,camiloreports
140286364,Center,Niels Lesniewski,nielslesniewski
63150856,Right,Marsha Blackburn,VoteMarsha
15901113,Center,David Catanese,davecatanese
17094311,Left,Jason Leopold,JasonLeopold
7429102,Left,Mark Warner,MarkWarner
47216804,Left,Leslie Jones 🦋,Lesdoggg
137395584,Left,Robert Evans (The Only Robert Evans),IwriteOK
181140029,Left,Beki Knott,lotsofuss
33919343,Left,Ashley Parker,AshleyRParker
15766082,Center,Josh Rogin,joshrogin
7651862,Left,Jen O'Malley Dillon,jomalleydillon
13262862,Center,Howard Mortman,HowardMortman
33515703,Center,Bill Weir,BillWeirCNN
55790584,Center,Alice Miranda Ollstein,AliceOllstein
17436250,Center,Michael S. Schmidt,nytmike
255036353,Left,Lis Power,LisPower1
260449211,Left,Adam Brewster,adam_brew
554468225,Center,Trevor Potter,thetrevorpotter
16129920,Left,Rachel Maddow MSNBC,maddow
950531,Center,Philip Bump,pbump
1520204418,Center,Danny De Urbina,dannydeurbina
85583894,Left,"Qasim Rashid, Esq.",QasimRashid
21150492,Center,Steve Milloy,JunkScience
14135426,Left,Keith Ellison,keithellison
810590628727914496,Center,Indivisible Guide,IndivisibleTeam
1267953470658752512,Center,43 Alumni for America,43ForAmerica
14945261,Right,Curt Schilling,gehrig38
514944379,Center,Jan Wolfe,JanNWolfe
829393917816688640,Right,General Strike 🍀(Terrence Daniels),Terrence_STR
118756393,Right,John Bolton,AmbJohnBolton
24914032,Center,Matt Corridoni,mattcorridoni
865675081,Center,Brandon Richards 🐻,BrandonRichards
2674458072,Left,IfNotNow🔥✡️,IfNotNowOrg
19174660,Center,Anthony Tilghman,AnthonyTilghman
727933551526748161,Left,Thomas Kennedy,tomaskenn
116989307,Center,"Quentin Youmans, MD, MSc",QuentinYoumans
32503010,Right,🌴 Josh Lekach 🌴,JoshLekach
40156330,Center,"Scott Gottlieb, MD",ScottGottliebMD
86129724,Center,Robert Costa,costareports
25386925,Right,Kylie Jane Kremer,KylieJaneKremer
23968696,Center,Joel Lawson,JoelLawsonDC
819201209991041024,Right,WarNuse,WarNuse
58503762,Left,The Leadership Conference,civilrightsorg
1141929016443777024,Center,Joe For New Hampshire,JoeForNH
17004618,Left,Nicholas Kristof,NickKristof
1339488762,Right,Solomon Yue,SolomonYue
160726477,Center,Mary Spicuzza,MSpicuzzaMJS
1155261757,Center,Patrick Marley,patrickdmarley
1242534200634478593,Right,Peter Navarro,RealPNavarro
292549803,Center,Rosalind Helderman,PostRoz
255471924,Right,MFA Russia 🇷🇺,mfa_russia
139738464,Center,MJ Lee,mj_lee
264924050,Center,Shomari Stone,shomaristone
2996337411,Left,Jake Sullivan,jakejsullivan
14268812,Center,Ron Fournier,ron_fournier
158831815,Right,Debra J. Saunders,debrajsaunders
2284064586,Right,IndySpanglish,IndySpanglish
415581517,Center,Mike Balsamo,MikeBalsamo1
851958139851296771,Center,Kayla Brantley,_KaylaBrantley
22509548,Right,Darrell Issa,DarrellIssa
127605667,Center,The American Postal Workers Union - APWU,APWUnational
820648607447654400,Left,D͎a͎v͎i͎d͎ K͎y͎a͎l͎o͎ M͎u͎s͎y͎o͎k͎a͎ |🇰🇪,DavidKyaloM
1411620450,Right,Corrin Rankin,CorrinRankin
322217657,Center,Jacqui Heinrich,JacquiHeinrich
17470695,Center,Jacob N. Kornbluh,jacobkornbluh
17883494,Center,Ben Siegel,bensiegel
14335435,Center,NCGOP,NCGOP
360083646,Left,Alex Mohajer,AlexMohajer
150686538,Center,Jeremy Herb,jeremyherb
178065733,Left,Mike Baker,ByMikeBaker
1257667158,Right,Chip Roy,chiproytx
3171712086,Left,Rahul Gandhi,RahulGandhi
245953646,Right,Joe Borelli,JoeBorelliNYC
56001656,Center,Kylie Atwood,kylieatwood
1232499645701672961,Left,Humanity Forward,HumanityForward
13829492,Center,The AZ - abc15 - Data Guru,Garrett_Archer
55558616,Center,Iván Simonovis,Simonovis
18985312,Center,corinne_perkins,corinne_perkins
26548315,Left,Soledad O'Brien,soledadobrien
739953692493910016,Right,Mike Hahn,mikehahn_
137466464,Left,Felicia Sonmez,feliciasonmez
864455966435180545,Right,Edwin Shaffer,EdwinShaffer7
18131961,Center,Ken Jeong,kenjeong
14267557,Left,Tommy moderna-vaX-Topher,tommyxtopher
740264413178023936,Center,Zak Hudak,cbszak
16927893,Left,Robert Stern,RobertCStern
95511150,Center,Matt Smith,mattsmith_news
866073522036191232,Right,UMA,Unitedminingal
50415411,Right,Alexandra Datig | Front Page Index 🇺🇸,alexdatig
1138396700,Center,Mythinformed,MythinformedMKE
548078410,Center,Jon Levine,LevineJonathan
808108063,Center,Michael McDonald,ElectProject
1277439038077784064,Right,BillStepien,BillStepien
17800215,Right,Jason Chaffetz,jasoninthehouse
5763262,Left,Kara Swisher,karaswisher
42176166,Left,Trita Parsi,tparsi
212657985,Left,Michelle Goldberg,michelleinbklyn
862424157061033984,Center,Richie🎥McG🍿,RichieMcGinniss
44808326,Left,Ashton Pittman,ashtonpittman
15993122,Center,Darren Samuelsohn,dsamuelsohn
17800848,Center,Reeezy,MsReeezy
25975036,Center,Vladimir Duthiers,vladduthiersCBS
476256944,Left,Senator Dianne Feinstein,SenFeinstein
226320142,Center,"James Martin, SJ",JamesMartinSJ
78694788,Center,Heather Caygle,heatherscope
24619641,Left,David Nir,DavidNir
21655390,Center,phil,philipjonathn
90077282,Center,Alex Isenstadt,politicoalex
68599584,Right,Robert C. Cahaly,RobertCahaly
426353995,Left,Josh Stein,JoshStein_
76649729,Right,Lamar Alexander,SenAlexander
20493166,Center,Meridith McGraw,meridithmcgraw
18791654,Center,Evan Smith,evanasmith
144376833,Center,Felipe Calderón 🇲🇽,FelipeCalderon
26668729,Center,John Hudson,John_Hudson
27052147,Center,Hamed Aleaziz,Haleaziz
1148223852494950400,Right,CBP Mark Morgan,CBPMarkMorgan
315331161,Left,Eugene Scott,Eugene_Scott
23545095,Center,Chad Livengood,ChadLivengood
1046023987,Center,Christian Datoc,TocRadio
14348157,Left,Catherine Rampell,crampell
274403383,Right,David Hookstead,dhookstead
23621827,Center,David Nakamura,DavidNakamura
1270223583453736965,Right,TrueUSA - #BoycottFoxAdvertisers,TrueUSAorg
38428725,Left,Mara Gay,MaraGay
706095220757114880,Center,Arvind Kushwaha🇮🇳 (Modi Ka Parivar),iArvindKushwaha
58598187,Left,Tyler Perry,tylerperry
1336828763108237313,Right,William Ligon,SenWilliamLigon
50055701,Right,Mitt Romney,MittRomney
66369181,Center,Department of Defense 🇺🇸,DeptofDefense
17209415,Left,John Whitehouse,existentialfish
33574174,Right,Jake Novak,jakejakeny
136550204,Center,Scott Wong,scottwongDC
764261361044037632,Right,Liberty Times & Politics,dmills3710
324169263,Center,Megan Messerly,meganmesserly
56838279,Center,Office of the DNI,ODNIgov
56552341,Center,Leigh Ann Caldwell,LACaldwellDC
43414431,Left,#CaliBernication,brooklynnygirl
628606375,Center,𝑴𝒐́𝒏𝒊𝒄𝒂 🍀☘️,MOinternationa
38021361,Right,Dan McLaughlin,baseballcrank
110798061,Right,Tommy Tuberville,TTuberville
40116885,Right,Rich Lowry,RichLowry
46479416,Left,Mike Barnicle,mikebarnicle
19658895,Right,Bree A Dail,breeadail
177028305,Center,Katherine Faulders,KFaulders
269448653,Center,Nick Corasaniti,NYTnickc
38813274,Right,Josh Hammer,josh_hammer
33653195,Center,Erica Werner,ericawerner
1106357423042899969,Left,Iowa for Warren • Text IOWA to 24477 📱,IAforWarren
15450660,Left,Greg Palast,Greg_Palast
1273480417644023809,Left,Johnattan F. Bilancieri,BilancieriNews
18061669,Center,Sen. Lisa Murkowski,lisamurkowski
713118204453851138,Center,Mary Pat Flynn,MaryPatFlynn1
16347021,Right,Lyndsey Fifield,lyndseyfifield
14552725,Left,Michael D. Shear,shearm
764476890,Center,Sam Levine,srl
17773367,Center,Lauren Peikoff✡️,laurenpeikoff
86870268,Left,Matt Wilstein,mattwilstein
2987671552,Right,Governor Larry Hogan,GovLarryHogan
13218102,Right,Senator John Cornyn,JohnCornyn
808806102,Center,AFRICAN & BLACK HISTORY,AfricanArchives
68611923,Center,Vaughn Hillyard,VaughnHillyard
289420613,Center,Dr Naomi Wolf,naomirwolf
1196525683188490242,Center,Adrian Eng-Gastelum,AdrianEngGast
47437206,Right,Brian Kemp,BrianKempGA
438843965,Center,stephen fowler,stphnfwlr
2962813893,Right,Rep. Elise Stefanik,RepStefanik
92079350,Center,Mark Murray,mmurraypolitics
1143239749379022849,Center,Polling USA,USA_Polling
100091223,Right,Gayle Trotter,gayletrotter
27018666,Center,Jeremy Roebuck,jeremyrroebuck
27966935,Right,Khamenei.ir,khamenei_ir
50446226,Left,Jonathan Chait,jonathanchait
26756955,Center,Luke Broadwater☀️,lukebroadwater
48802204,Left,Chris Matthews,HardballChris
32521584,Center,Steve Holland,steveholland1
31457007,Center,Justin Clark,chefjclark
14776082,Center,Christopher Cadelago,ccadelago
25692368,Right,Omri Ceren,omriceren
237403203,Right,Allen West,AllenWest
1138287733321998337,Right,David Leatherwood 🇺🇸,brokebackUSA
705706292,Left,Rebecca Ballhaus,rebeccaballhaus
627355202,Right,Vijay Rupani (Modi Ka Parivar),vijayrupanibjp
2504452635,Left,alyssa mastromonaco,AlyssaMastro44
551349832,Left,nikki mccann ramírez,NikkiMcR
406290234,Right,Ivan Raiklin,Raiklin
7900962,Center,Lee Fang,lhfang
82167518,Left,Alex Seitz-Wald,aseitzwald
541174362,Left,Josh Douglas,JoshuaADouglas
975194850994851840,Center,Khalid bin Salman خالد بن سلمان,kbsalsaud
14480378,Center,Alan Rappeport,arappeport
342226913,Center,Greg Stohr,GregStohr
325716763,Left,Jason S. Campbell,JasonSCampbell
60876782,Center,Gabriel Sterling,GabrielSterling
363708415,Center,Chris Krebs,C_C_Krebs
49631876,Center,Jonathan Lai 🙊 賴柏羽,Elaijuh
12788332,Right,Ways and Means Committee,WaysandMeansGOP
16793287,Right,John Kartch,johnkartch
1188932094694739968,Center,PACRONYM,PACRONYM
4439752995,Left,Archive: AG Karl A. Racine,AGKarlRacine
65995451,Left,"Nick Carmody JD, MS Psych",Nick_Carmody
31532083,Center,Chris Megerian,ChrisMegerian
33417701,Center,Scott H. Fishman,ScottFishman
1172293975014641667,Center,Service Above Self 🌺,ServiceAboveSlf
227373977,Center,Marc Caputo,MarcACaputo
5336752,Center,Peter Hamby,PeterHamby
15483390,Center,Tamara Keith,tamarakeithNPR
28879277,Center,Numberonepal🐝 🌺🤙,numberonepal
437807525,Center,Alexandra Samuels,AlexSamuelsx5
4860451825,Center,luluHru,luluHru
20813112,Center,Daniel Lippman,dlippman
66931497,Center,Sergio Olmos,MrOlmos
20660342,Center,Jill Colvin,colvinj
17824099,Left,Will Bunch,Will_Bunch
3949525095,Center,Gen Michael Hayden,GenMhayden
17243582,Left,Blake Hounshell,blakehounshell
242426145,Left,Rep. Jim McGovern,RepMcGovern
18648926,Right,Texas Attorney General,TXAG
93059852,Right,Lee Smith,LeeSmithDC
53130511,Left,Angelo Carusone,GoAngelo
31053563,Center,Thomas Kaplan,thomaskaplan
16370091,Center,Working Families Party 🐺,WorkingFamilies
184128260,Center,Hansi Lo Wang (he/him),hansilowang
18172905,Center,Rick Klein,rickklein
2936714848,Right,Muhammadu Buhari,MBuhari
1228462620,Left,Andrew Lawrence,ndrew_lawrence
22162854,Left,Planned Parenthood Action,PPact
965004924370079744,Left,Shahid Buttar (find me on Substack and BlueSky),ShahidForChange
76133715,Center,Michael McAuliff,mmcauliff
60919240,Left,Donna Brazile,donnabrazile
2384732965,Center,Quint Forgey,QuintForgey
22095410,Left,Holly Otterbein,hollyotterbein
835309132509024260,Center,Zachary Petrizzo,ZTPetrizzo
973576766651592704,Center,U.S. Tech Workers,USTechWorkers
116384038,Right,Bad Kitty Unleashed 🦁,pepesgrandma
18986746,Center,Alan He,alanhe
4098100355,Center,Alex Kaplan,AlKapDC
16316895,Left,United Farm Workers,UFWupdates
3075845932,Center,Jay Nordlinger,jaynordlinger
34371118,Right,Eli Lake,EliLake
811632636598910976,Right,Paul Mitchell,RepPaulMitchell
115749048,Center,U.S. Secret Service,SecretService
123899931,Right,Ford O'Connell,FordOConnell
17066022,Center,Michelle Ye Hee Lee,myhlee
862430010,Left,Fight For 15,fightfor15
34771939,Right,Brent Scher,BrentScher
97071323,Left,New York Communities for Change,nychange
1004804740105035777,Left,When We All Vote,WhenWeAllVote
2314320985,Center,Harris County Elections Department,HarrisVotes
429415553,Right,Abigail Shrier,AbigailShrier
19925278,Left,Kristina Wong 🍆,mskristinawong
10126672,Center,U.S. Marines,USMC
35221731,Center,Danny Freeman,DannyEFreeman
1182511815231586304,Center,陈秋实 Chen Qiushi,chenqiushi404
240393970,Right,Rep. Jeff Duncan,RepJeffDuncan
872143958847045632,Left,Mondaire Jones,MondaireJones
37865281,Center,Lindsay Wise,lindsaywise
243032876,Left,John Scott-Railton,jsrailton
828423981858447361,Center,Joshua Matz,JoshuaMatz8
219011705,Center,Allan Smith,akarl_smith
1144093434795483137,Right,ᖇ. ᔕᑕOTT ᔕIᑕᗩᖇIO 2.0,SicarioScott
222554961,Center,Dave Levinthal,davelevinthal
73922604,Center,Aric Chen 陳曉天,aricchen
115554440,Center,Nick Miroff,NickMiroff
26896708,Right,bri,bigshitxtalker
108710418,Center,Carol Leonnig,CarolLeonnig
69022849,Right,Vince Coglianese,VinceCoglianese
27311044,Right,Dana Perino,DanaPerino
20517132,Left,LCV – League of Conservation Voters 🌎,LCVoters
1208321980027547649,Left,CaseStudyQB - #CeaseFireNOW,CaseStudyQB
26572460,Center,United States Space Force,SpaceForceDoD
969221141347913734,Center,Oliya Scootercaster 🛴,ScooterCasterNY
372372537,Right,Alan Dershowitz,AlanDersh
331816614,Center,Andrew Sullivan,sullydish
50011708,Center,Margaret Brennan,margbrennan
39030654,Center,Edward Wong,ewong
16172747,Left,Charlie Savage,charlie_savage
11621822,Center,David Folkenflik,davidfolkenflik
25365536,Center,Kim Kardashian,KimKardashian
2468096389,Left,Bend the Arc: Jewish Action,jewishaction
49153854,Center,NASCAR,NASCAR
1319749756302856192,Center,Midnight Rider🇺🇸 Trump is still your President!,m1dn7ghtrider
18230440,Center,Joe St. George,JoeStGeorge
244817600,Center,Miryam Lipper,MiryamLipper
6114542,Left,David Lytle,davitydave
16753660,Center,Mike DeBonis,mikedebonis
111492406,Right,Brent Baker 🇺🇦 🇮🇱,BrentHBaker
14340977,Center,Henry J. Gomez,HenryJGomez
387937220,Center,Alayna Treene,alaynatreene
19038768,Center,Kevin Baron,DefenseBaron
17378581,Left,BebopSpaceCowgirl 💙💖🌈,jomareewade
2381386813,Left,Max Tani,maxwelltani
4515650200,Right,Monica Matthews On Air,monicaonairtalk
1330575260,Center,Nicholas Wu,nicholaswu12
1058187189740339201,Center,🚨 Ashley 🚨🗣️📢 PATRIOT FOR 🇺🇸 FREEDOM,AshleyWeis4
408806531,Center,Saagar Enjeti,esaagar
29115262,Center,Natalie Johnson,nataliejohnsonn
22691359,Center,Marcus Baram,mbaram
46470122,Center,LA County Sheriffs,LASDHQ
287413569,Right,Ron Paul,RonPaul
1155388189,Center,em steck,emsteck
782806500,Center,Nicholas Fandos,npfandos
2935489123,Right,Peter J. Hasson,peterjhasson
26559241,Center,Matt Ford,fordm
16692859,Center,Neil Henderson,hendopolis
17827531,Center,Eli Yokley,eyokley
18029328,Center,Paul Bedard,SecretsBedard
86126371,Center,John DiStaso,jdistaso
15731368,Center,HowardKurtz,HowardKurtz
905828148,Right,April,speakout_april
794540635453853696,Center,こたママ kotamama,kotamama318
15986949,Right,Buzz Patterson,BuzzPatterson
436925910,Left,Alec MacGillis,AlecMacGillis
13404292,Center,Nicole Perlroth,nicoleperlroth
47408060,Center,Jonathan Landay,JonathanLanday
16827148,Center,Christopher Miller,ChristopherJM
20378448,Right,Philip Klein,philipaklein
918169628,Center,Decision Desk HQ,DecisionDeskHQ
715671367497060352,Right,Billy Ray,BillyRay5229
2904169317,Center,Dr. Stephen M. Hahn,SteveFDA
23228918,Left,Jocelyn Benson,JocelynBenson
40277679,Center,Eric Kleefeld,EricKleefeld
546247295,Center,Zach Montellaro,ZachMontellaro
1006419421244678144,Left,Greta Thunberg,GretaThunberg
27245742,Right,Marc Thiessen 🇺🇸❤️🇺🇦🇹🇼🇮🇱,marcthiessen
969218051555184640,Right,Russ Vought,RussVought45
21634627,Center,Jonathan Cohn,CitizenCohn
27580734,Center,Joe C.,MrChaudoin
275582390,Center,Michael B. Kelley,MichaelBKelley
55896443,Left,Laura Barrón-López,lbarronlopez
455024343,Center,"Dr. Vivek Murthy, U.S. Surgeon General",Surgeon_General
34291799,Center,Prof. John McLaughlin,Harvard1988
12008602,Right,Carrie Sheffield,carriesheffield
1037685529612111873,Center,Tom Davidson,TribDavidson
26659619,Left,Katie Hobbs,katiehobbs
54885334,Center,Cliff Levy,cliffordlevy
18191927,Center,IBEW,IBEW
13493302,Left,Media Matters,mmfa
169586280,Center,Sean Sullivan,WaPoSean
43846520,Center,LALATE,LALATE
32201297,Right,Miranda Devine,mirandadevine
16491569,Right,James Pethokoukis ⏩️⤴️,JimPethokoukis
13951732,Center,Zach Everson,Z_Everson
1476133082,Left,Chase Strangio,chasestrangio
1031332475392253952,Center,bob,thefogislifting
68784768,Center,(Stephanie) Slade,sladesr
238413640,Right,Garrison Douglas,GDouglasiii
1711586252,Center,Mark S. Zaid,MarkSZaidEsq
137396575,Center,LSU Football,LSUfootball
857001662,Center,Philip Schuyler,FiveRights
15369502,Center,Mike Scarcella,MikeScarcella
173925279,Right,Susan Ferrechio,susanferrechio
156306739,Left,Morgan Fairchild,morgfair
45319362,Center,𝙺𝚎𝚟𝚒𝚗 𝙲. 𝙾’𝙽𝚎𝚒𝚕 🇮🇪 🇺🇸,Kevin_C_ONeil
17614726,Center,Brandon Wall,Walldo
122735017,Center,darlene superville,dsupervilleap
720504404,Left,Student Debt Crisis Center (SDCC),DebtCrisisOrg
286432534,Center,Teddy Schleifer,teddyschleifer
146569971,Center,CDC,CDCgov
35716667,Left,Dar'shun Kendrick,DarshunKendrick
1067541214671577093,Right,Congresswoman Mary Gay Scanlon,RepMGS
12046642,Left,Lieutenant Governor Garlin Gilchrist II,LtGovGilchrist
191469176,Center,Sarah Ferris,sarahnferris
15359578,Center,Christina Wilkie,christinawilkie
23348842,Center,Brianne Pfannenstiel,brianneDMR
437838346,Center,Vera Bergengruen,VeraMBergen
282695161,Right,Wayne DuPree ,WayneDupreeShow
171632862,Right,Jay Sekulow,JaySekulow
819936721618038784,Left,Protect Democracy,protctdemocracy
1140753106092752896,Left,Vote Save America,votesaveamerica
11348282,Center,NASA,NASA
20017835,Center,Evan McMurry,evanmcmurry
20626879,Center,American Trucking,TRUCKINGdotORG
434418589,Center,Beth Baumann,eb454
21688902,Center,Adrian Carrasquillo,Carrasquillo
120853201,Center,Priscilla Thompson,PriscillaWT
1222639789,Center,Vince McMahon,VinceMcMahon
241983890,Center,Mike Walker,New_Narrative
401625957,Left,Steven Rattner,SteveRattner
23664429,Center,Dustin Volz,dnvolz
1078693601356509184,Right,Senator Mitt Romney,SenatorRomney
1049896452087078913,Center,Devaa Jain,DevaaJain
863527548,Center,Steve Hanke,steve_hanke
19721592,Right,Daniel Bostic,debostic
17466186,Center,Tom LoBianco,tomlobianco
168290603,Center,Toluse Olorunnipa,ToluseO
21334179,Center,Tara Palmeri,tarapalmeri
22310731,Left,Michael R. Bromwich,mrbromwich
133081348,Left,Daniel Marans,danielmarans
123358058,Right,Rick Gorka,Rick_Gorka
314957232,Center,Kevin Vesey,KevinVesey
36890646,Center,Dan Merica,merica
1044241,Center,Brooke Binkowski,brooklynmarie
71059280,Center,Jentezen Franklin,Jentezen
44134773,Center,Steve Kornacki,SteveKornacki
188363529,Left,Alex Soros,AlexanderSoros
